campaign_id,user_id,timestamp,device,ad_slot,ad_format,impression_id,click_id,click_position
40,4406,2025-07-13 02:32:24,Mobile,sidebar,banner,242203,8331,1
52,2301,2025-07-24 12:28:17,Desktop,sidebar,banner,324752,8332,1
76,1284,2025-07-25 17:16:26,Desktop,video_pre_roll,banner,483981,8333,1
3,428,2025-07-24 06:47:33,Desktop,video_pre_roll,banner,20140,8334,1
31,9029,2025-07-13 03:03:53,Mobile,sidebar,banner,174194,8335,1
74,7126,2025-08-09 12:02:37,Tablet,video_pre_roll,banner,462850,8336,1
46,5487,2025-07-31 16:29:24,Mobile,video_pre_roll,banner,279091,8337,1
92,8428,2025-07-28 12:23:31,Mobile,video_pre_roll,banner,596359,8338,2
22,5805,2025-08-17 23:07:13,Mobile,sidebar,banner,117636,8339,2
16,4679,2025-08-13 14:51:44,Tablet,homepage,banner,89213,8340,1
83,3177,2025-07-10 03:59:17,Tablet,sidebar,banner,536997,8341,3
22,4071,2025-08-07 20:03:08,Mobile,sidebar,banner,118618,8342,1
4,3454,2025-07-13 06:52:43,Desktop,video_pre_roll,banner,25068,8343,2
54,3664,2025-08-11 00:48:27,Desktop,homepage,banner,339179,8344,1
50,1560,2025-07-04 10:40:48,Desktop,sidebar,banner,308050,8345,2
12,5702,2025-08-12 17:34:07,Tablet,homepage,banner,67093,8346,3
11,7029,2025-08-11 02:41:32,Tablet,video_pre_roll,banner,64456,8347,1
51,6220,2025-07-25 13:42:14,Mobile,video_pre_roll,banner,320302,8348,1
10,1057,2025-08-14 15:51:41,Mobile,homepage,banner,58081,8349,2
11,6090,2025-07-01 19:17:14,Mobile,sidebar,banner,64915,8350,1
57,8690,2025-07-26 16:27:19,Mobile,sidebar,banner,360055,8351,1
73,9017,2025-08-07 08:42:15,Mobile,homepage,banner,462318,8352,1
36,3545,2025-08-25 14:29:09,Mobile,video_pre_roll,banner,208349,8353,1
50,8458,2025-08-11 03:24:55,Desktop,video_pre_roll,banner,311386,8354,1
3,5113,2025-09-09 06:36:12,Tablet,sidebar,banner,18866,8355,1
1,3010,2025-08-19 05:15:03,Mobile,video_pre_roll,banner,4912,8356,1
50,673,2025-07-21 18:56:01,Desktop,video_pre_roll,banner,310745,8357,3
40,680,2025-08-05 11:48:55,Tablet,video_pre_roll,banner,239167,8358,1
14,7829,2025-08-13 12:24:18,Desktop,homepage,banner,76750,8359,1
75,9767,2025-07-19 01:33:22,Tablet,homepage,banner,474050,8360,1
24,5414,2025-08-08 15:30:41,Tablet,video_pre_roll,banner,136918,8361,2
48,3274,2025-09-05 13:36:47,Desktop,video_pre_roll,banner,290299,8362,1
80,2544,2025-07-21 12:26:05,Mobile,homepage,banner,512654,8363,2
18,5381,2025-07-30 00:09:09,Desktop,homepage,banner,99027,8364,1
73,1669,2025-08-14 14:50:19,Mobile,sidebar,banner,458547,8365,1
73,1873,2025-07-26 14:26:31,Mobile,sidebar,banner,454539,8366,1
17,8960,2025-08-25 05:23:24,Mobile,homepage,banner,91822,8367,1
31,9426,2025-07-25 08:46:25,Tablet,sidebar,banner,175661,8368,2
7,937,2025-07-20 11:13:25,Mobile,homepage,banner,47166,8369,1
17,8446,2025-08-30 07:06:26,Tablet,sidebar,banner,91441,8370,1
87,5859,2025-08-14 10:10:08,Desktop,video_pre_roll,banner,568512,8371,2
14,3847,2025-07-26 15:54:04,Tablet,video_pre_roll,banner,74464,8372,1
11,4142,2025-08-03 04:45:33,Mobile,video_pre_roll,banner,64828,8373,1
34,1987,2025-07-31 12:55:25,Mobile,video_pre_roll,banner,199181,8374,3
74,6275,2025-08-10 13:26:21,Mobile,homepage,banner,465529,8375,1
57,4651,2025-07-22 16:07:09,Tablet,homepage,banner,360174,8376,2
8,4584,2025-07-19 08:34:00,Mobile,homepage,banner,49761,8377,2
4,1095,2025-07-08 18:25:43,Desktop,homepage,banner,21205,8378,1
57,9634,2025-08-07 16:31:34,Tablet,homepage,banner,358061,8379,1
19,5906,2025-09-03 22:46:22,Desktop,homepage,banner,105648,8380,1
3,542,2025-07-20 06:46:58,Mobile,sidebar,banner,16708,8381,1
10,641,2025-08-08 11:56:38,Desktop,homepage,banner,62205,8382,2
24,8236,2025-07-25 18:16:50,Tablet,video_pre_roll,banner,131599,8383,1
54,4396,2025-07-24 15:45:15,Tablet,sidebar,banner,338621,8384,1
76,6083,2025-08-19 16:13:09,Mobile,video_pre_roll,banner,480911,8385,1
3,4550,2025-08-17 11:08:05,Desktop,homepage,banner,14971,8386,1
32,4629,2025-08-17 13:32:54,Mobile,homepage,banner,181429,8387,1
50,4358,2025-07-28 07:34:16,Mobile,sidebar,banner,305123,8388,2
46,8423,2025-07-25 19:02:57,Tablet,sidebar,banner,282014,8389,1
70,1455,2025-07-17 09:56:29,Tablet,homepage,banner,439750,8390,2
58,6985,2025-09-09 03:53:49,Desktop,homepage,banner,364347,8391,1
74,8808,2025-09-07 20:30:06,Tablet,homepage,banner,462607,8392,1
77,1811,2025-07-30 01:02:00,Desktop,homepage,banner,489252,8393,1
40,2444,2025-08-27 07:01:06,Mobile,homepage,banner,239267,8394,3
31,478,2025-07-17 22:03:36,Mobile,sidebar,banner,178352,8395,1
87,8412,2025-08-18 00:58:02,Desktop,homepage,banner,564937,8396,3
58,7277,2025-07-20 02:07:45,Desktop,video_pre_roll,banner,368436,8397,2
40,6980,2025-07-23 03:09:22,Desktop,video_pre_roll,banner,240146,8398,2
43,3013,2025-08-07 15:20:08,Mobile,sidebar,banner,259841,8399,1
64,7074,2025-08-05 02:06:36,Tablet,video_pre_roll,banner,408342,8400,1
51,1903,2025-09-07 16:03:02,Tablet,video_pre_roll,banner,322061,8401,1
75,8244,2025-07-25 08:50:57,Desktop,homepage,banner,466771,8402,1
3,2802,2025-09-07 00:19:04,Mobile,sidebar,banner,20439,8403,3
3,6949,2025-09-04 07:11:47,Mobile,sidebar,banner,18644,8404,2
14,5196,2025-08-25 23:45:23,Tablet,sidebar,banner,77977,8405,2
48,5057,2025-08-03 05:36:20,Mobile,sidebar,banner,293725,8406,1
1,3956,2025-07-04 22:36:22,Desktop,homepage,banner,5541,8407,1
44,2983,2025-08-13 10:54:44,Tablet,video_pre_roll,banner,264091,8408,1
9,4473,2025-07-27 06:34:21,Desktop,video_pre_roll,banner,53419,8409,1
64,181,2025-07-18 18:47:36,Desktop,homepage,banner,406591,8410,2
91,4964,2025-09-11 11:04:26,Mobile,sidebar,banner,589133,8411,2
36,6160,2025-07-12 08:46:10,Desktop,sidebar,banner,211847,8412,1
28,9247,2025-09-03 11:59:08,Desktop,homepage,banner,160748,8413,1
12,9309,2025-08-04 10:37:06,Desktop,homepage,banner,67547,8414,1
36,62,2025-08-18 23:14:59,Tablet,sidebar,banner,214179,8415,1
30,2336,2025-08-25 05:53:08,Desktop,homepage,banner,167856,8416,1
73,9011,2025-07-16 04:56:06,Tablet,video_pre_roll,banner,459412,8417,1
84,6776,2025-08-13 06:56:32,Tablet,homepage,banner,543745,8418,1
34,1184,2025-08-02 14:31:54,Desktop,sidebar,banner,202227,8419,2
32,3930,2025-08-01 10:37:02,Mobile,homepage,banner,181517,8420,1
40,4617,2025-07-18 03:15:31,Tablet,homepage,banner,242124,8421,2
24,4628,2025-08-21 15:10:39,Tablet,video_pre_roll,banner,134828,8422,1
75,3317,2025-09-05 11:02:44,Desktop,homepage,banner,472763,8423,3
24,2852,2025-08-17 14:22:14,Mobile,sidebar,banner,138793,8424,3
84,7756,2025-08-27 17:24:03,Desktop,video_pre_roll,banner,540375,8425,1
31,871,2025-08-13 01:48:56,Tablet,video_pre_roll,banner,176893,8426,1
60,6087,2025-07-27 15:34:32,Desktop,sidebar,banner,382802,8427,1
92,6799,2025-08-11 11:41:09,Mobile,homepage,banner,598451,8428,1
2,2853,2025-09-01 06:01:39,Desktop,sidebar,banner,11476,8429,1
75,9626,2025-09-06 12:19:56,Desktop,video_pre_roll,banner,470434,8430,1
17,8620,2025-08-08 11:35:28,Mobile,sidebar,banner,92707,8431,2
24,4530,2025-08-13 10:14:30,Desktop,video_pre_roll,banner,131942,8432,1
83,869,2025-08-27 04:23:17,Desktop,sidebar,banner,533907,8433,1
81,3892,2025-07-22 05:35:39,Mobile,video_pre_roll,banner,518916,8434,1
14,7708,2025-09-04 05:25:34,Tablet,sidebar,banner,79457,8435,3
46,7186,2025-07-21 19:47:02,Mobile,video_pre_roll,banner,278154,8436,1
59,6539,2025-08-04 10:54:29,Desktop,homepage,banner,376438,8437,1
18,1234,2025-07-17 13:06:42,Mobile,sidebar,banner,104049,8438,3
44,8515,2025-08-27 03:05:45,Mobile,video_pre_roll,banner,260740,8439,1
1,3820,2025-08-29 18:27:13,Desktop,sidebar,banner,4107,8440,1
75,3576,2025-08-28 18:09:36,Tablet,sidebar,banner,473069,8441,1
92,9810,2025-07-23 08:06:08,Tablet,video_pre_roll,banner,594401,8442,1
22,4145,2025-07-25 16:40:29,Desktop,homepage,banner,124464,8443,1
77,3613,2025-07-31 01:36:05,Desktop,sidebar,banner,491324,8444,2
59,4541,2025-07-23 17:14:56,Desktop,video_pre_roll,banner,381767,8445,1
57,4118,2025-08-18 01:43:52,Tablet,homepage,banner,360832,8446,1
44,7234,2025-08-29 20:53:56,Mobile,homepage,banner,264579,8447,1
54,1444,2025-08-03 19:50:54,Tablet,homepage,banner,338003,8448,1
28,9906,2025-07-22 08:41:49,Mobile,video_pre_roll,banner,159009,8449,1
24,3217,2025-07-20 23:38:39,Mobile,homepage,banner,135191,8450,3
4,6043,2025-09-04 10:15:28,Desktop,video_pre_roll,banner,24510,8451,3
58,2536,2025-07-08 12:27:34,Mobile,homepage,banner,366834,8452,1
16,4683,2025-08-13 15:06:25,Desktop,video_pre_roll,banner,89006,8453,1
24,4638,2025-07-30 09:09:26,Tablet,homepage,banner,137076,8454,1
3,6867,2025-07-23 04:46:26,Mobile,sidebar,banner,15158,8455,3
59,808,2025-07-10 05:40:53,Mobile,homepage,banner,374966,8456,1
51,113,2025-09-06 15:26:28,Mobile,video_pre_roll,banner,317298,8457,1
58,7790,2025-08-11 14:38:53,Tablet,video_pre_roll,banner,370321,8458,2
60,7180,2025-08-05 00:51:00,Desktop,sidebar,banner,384002,8459,1
36,8187,2025-08-31 14:44:40,Mobile,homepage,banner,212921,8460,1
9,1174,2025-08-05 21:20:12,Tablet,homepage,banner,56338,8461,1
34,1196,2025-08-22 22:39:00,Desktop,video_pre_roll,banner,195672,8462,1
4,413,2025-08-23 17:48:56,Mobile,sidebar,banner,22953,8463,2
31,4215,2025-07-19 20:36:55,Desktop,video_pre_roll,banner,176111,8464,1
77,4111,2025-08-10 23:24:48,Mobile,video_pre_roll,banner,486773,8465,1
57,9642,2025-07-18 00:39:54,Desktop,video_pre_roll,banner,360356,8466,1
76,6388,2025-07-31 22:29:40,Desktop,sidebar,banner,479333,8467,2
46,281,2025-07-12 19:41:16,Desktop,video_pre_roll,banner,280756,8468,2
73,3468,2025-08-10 17:59:06,Desktop,video_pre_roll,banner,454986,8469,1
92,2829,2025-08-12 03:42:57,Desktop,sidebar,banner,594546,8470,1
86,5828,2025-08-29 05:36:36,Mobile,homepage,banner,561079,8471,1
54,2750,2025-07-24 23:52:36,Mobile,sidebar,banner,340722,8472,1
3,3970,2025-07-22 20:12:58,Tablet,video_pre_roll,banner,13328,8473,1
57,5578,2025-09-13 01:00:19,Mobile,video_pre_roll,banner,362137,8474,1
80,3565,2025-07-27 07:11:35,Mobile,homepage,banner,515914,8475,3
64,5958,2025-08-14 12:54:38,Tablet,video_pre_roll,banner,402822,8476,1
76,9634,2025-07-30 06:41:28,Mobile,homepage,banner,478349,8477,1
3,9993,2025-07-31 02:49:20,Tablet,video_pre_roll,banner,13378,8478,2
48,4325,2025-07-06 08:16:54,Tablet,sidebar,banner,291037,8479,1
60,6010,2025-08-02 15:24:31,Tablet,video_pre_roll,banner,384989,8480,1
10,1732,2025-07-31 09:15:44,Tablet,sidebar,banner,61372,8481,1
86,1689,2025-08-22 02:44:15,Tablet,homepage,banner,557005,8482,1
76,8583,2025-07-23 12:37:39,Desktop,sidebar,banner,482424,8483,3
7,5950,2025-07-17 02:28:19,Tablet,sidebar,banner,41505,8484,1
4,7096,2025-08-10 02:48:48,Mobile,sidebar,banner,21137,8485,1
34,1406,2025-08-19 13:47:00,Desktop,homepage,banner,199992,8486,3
75,9789,2025-08-05 20:38:05,Desktop,homepage,banner,469442,8487,1
40,4453,2025-09-10 18:52:04,Tablet,homepage,banner,241634,8488,1
73,9964,2025-07-19 08:48:58,Desktop,homepage,banner,456995,8489,1
50,7711,2025-07-24 05:54:56,Tablet,video_pre_roll,banner,309125,8490,3
77,7750,2025-08-11 09:36:09,Tablet,sidebar,banner,487177,8491,1
7,4638,2025-08-12 15:00:52,Mobile,video_pre_roll,banner,47123,8492,1
17,5809,2025-07-22 21:05:40,Desktop,sidebar,banner,90848,8493,1
16,5444,2025-07-18 04:53:44,Mobile,homepage,banner,90057,8494,3
64,6024,2025-07-18 02:13:31,Mobile,homepage,banner,405602,8495,2
73,2280,2025-08-02 13:47:38,Mobile,video_pre_roll,banner,459803,8496,1
6,8232,2025-07-07 01:18:30,Mobile,video_pre_roll,banner,39052,8497,2
12,5400,2025-07-20 10:58:42,Mobile,sidebar,banner,65329,8498,2
30,3979,2025-07-18 03:04:58,Mobile,homepage,banner,169586,8499,1
87,5837,2025-08-08 03:30:40,Desktop,sidebar,banner,564390,8500,1
88,6014,2025-08-01 11:00:08,Tablet,homepage,banner,569304,8501,1
51,4031,2025-08-10 01:01:58,Desktop,homepage,banner,315946,8502,1
51,1651,2025-07-13 17:45:32,Desktop,sidebar,banner,313545,8503,2
21,8333,2025-07-18 10:43:54,Desktop,sidebar,banner,115331,8504,1
28,4787,2025-08-04 09:09:49,Desktop,video_pre_roll,banner,159074,8505,1
4,5196,2025-09-17 19:27:13,Desktop,homepage,banner,21734,8506,1
77,6958,2025-08-09 08:30:52,Mobile,sidebar,banner,484932,8507,2
59,9979,2025-07-27 06:26:37,Desktop,video_pre_roll,banner,376612,8508,1
36,4082,2025-07-16 04:16:39,Mobile,homepage,banner,214140,8509,1
91,9226,2025-07-12 20:24:07,Mobile,sidebar,banner,590391,8510,2
81,9328,2025-09-03 12:20:30,Mobile,video_pre_roll,banner,520190,8511,2
92,4772,2025-08-01 03:08:04,Tablet,homepage,banner,597472,8512,3
17,8077,2025-08-08 04:42:44,Tablet,sidebar,banner,94924,8513,1
28,1943,2025-08-12 01:42:55,Mobile,video_pre_roll,banner,161468,8514,1
11,9350,2025-08-23 10:03:42,Tablet,video_pre_roll,banner,63256,8515,2
36,1941,2025-08-31 00:56:03,Desktop,sidebar,banner,208817,8516,1
24,9978,2025-07-24 12:36:47,Desktop,sidebar,banner,136542,8517,1
3,1453,2025-08-03 09:43:33,Mobile,video_pre_roll,banner,12708,8518,1
86,7291,2025-08-30 00:43:19,Tablet,video_pre_roll,banner,559125,8519,2
81,9388,2025-09-01 16:50:23,Desktop,homepage,banner,518859,8520,1
50,2582,2025-07-22 03:46:50,Tablet,video_pre_roll,banner,310562,8521,1
88,2770,2025-08-09 18:44:12,Tablet,video_pre_roll,banner,570922,8522,1
52,9362,2025-08-01 16:05:05,Tablet,sidebar,banner,324781,8523,1
7,644,2025-08-05 01:45:52,Desktop,video_pre_roll,banner,43449,8524,3
84,5323,2025-07-13 14:37:25,Desktop,homepage,banner,539931,8525,1
40,2610,2025-07-16 03:26:23,Tablet,video_pre_roll,banner,238465,8526,1
43,2881,2025-08-08 19:29:13,Tablet,homepage,banner,259495,8527,1
46,7538,2025-07-24 12:19:01,Tablet,sidebar,banner,281229,8528,1
54,4771,2025-07-26 02:59:53,Tablet,sidebar,banner,335834,8529,3
36,9859,2025-09-17 15:30:42,Tablet,sidebar,banner,212391,8530,3
6,6540,2025-08-14 12:12:15,Mobile,video_pre_roll,banner,39736,8531,1
1,5557,2025-09-01 04:46:31,Desktop,video_pre_roll,banner,1709,8532,1
75,9671,2025-09-03 12:48:56,Mobile,homepage,banner,470040,8533,1
34,5729,2025-07-20 12:05:52,Tablet,video_pre_roll,banner,203362,8534,1
87,4585,2025-08-22 13:07:52,Tablet,sidebar,banner,566490,8535,1
4,4002,2025-07-31 10:27:20,Mobile,video_pre_roll,banner,23019,8536,1
81,2815,2025-08-25 09:42:31,Desktop,video_pre_roll,banner,522514,8537,2
21,1890,2025-08-09 01:52:33,Mobile,video_pre_roll,banner,112637,8538,2
46,6877,2025-08-09 10:29:55,Mobile,sidebar,banner,277729,8539,1
75,7966,2025-07-12 13:42:10,Tablet,sidebar,banner,471399,8540,2
14,1775,2025-08-26 01:00:04,Mobile,homepage,banner,73213,8541,2
51,5950,2025-08-24 03:06:19,Desktop,sidebar,banner,317493,8542,1
73,8995,2025-08-24 05:41:35,Mobile,homepage,banner,453947,8543,3
4,5192,2025-07-29 10:43:35,Tablet,video_pre_roll,banner,22481,8544,2
7,2615,2025-08-02 20:13:56,Desktop,homepage,banner,46466,8545,1
3,1437,2025-08-30 10:08:17,Mobile,video_pre_roll,banner,17381,8546,3
4,7569,2025-08-26 00:58:58,Mobile,video_pre_roll,banner,22273,8547,1
7,3878,2025-07-21 23:26:39,Tablet,homepage,banner,40849,8548,1
43,6820,2025-07-08 11:18:49,Desktop,video_pre_roll,banner,257815,8549,1
2,884,2025-09-06 16:30:25,Mobile,sidebar,banner,9689,8550,2
75,1948,2025-07-31 13:16:13,Mobile,sidebar,banner,472413,8551,1
18,836,2025-08-14 22:14:49,Tablet,homepage,banner,101632,8552,1
52,2139,2025-08-18 16:15:49,Tablet,homepage,banner,324314,8553,1
36,1266,2025-09-10 12:58:47,Desktop,sidebar,banner,208794,8554,1
43,9289,2025-07-08 08:58:00,Desktop,sidebar,banner,259346,8555,1
75,1762,2025-08-07 04:14:25,Desktop,video_pre_roll,banner,469618,8556,1
51,8350,2025-08-30 07:52:15,Mobile,video_pre_roll,banner,323215,8557,1
18,324,2025-07-16 05:55:22,Mobile,video_pre_roll,banner,99710,8558,2
88,7347,2025-08-14 21:06:03,Mobile,video_pre_roll,banner,576049,8559,1
28,5178,2025-07-13 08:50:23,Mobile,video_pre_roll,banner,159025,8560,2
40,9655,2025-07-10 09:36:33,Tablet,sidebar,banner,239391,8561,1
51,109,2025-09-05 10:32:52,Mobile,sidebar,banner,322279,8562,1
14,555,2025-07-08 09:53:37,Mobile,homepage,banner,74498,8563,2
8,397,2025-08-22 00:05:06,Tablet,video_pre_roll,banner,50832,8564,1
3,4390,2025-07-21 14:09:05,Mobile,sidebar,banner,15688,8565,2
28,6134,2025-08-12 04:12:20,Tablet,video_pre_roll,banner,159113,8566,1
51,2214,2025-09-05 08:49:18,Tablet,video_pre_roll,banner,320629,8567,1
84,7658,2025-09-03 03:58:35,Mobile,video_pre_roll,banner,543721,8568,1
58,1718,2025-07-13 16:04:14,Tablet,homepage,banner,365549,8569,1
4,5999,2025-09-17 09:30:46,Desktop,sidebar,banner,25804,8570,1
88,54,2025-07-31 18:34:14,Mobile,sidebar,banner,570929,8571,1
9,1040,2025-08-09 08:08:15,Desktop,video_pre_roll,banner,57473,8572,1
36,3862,2025-08-20 02:50:37,Mobile,homepage,banner,208904,8573,1
1,8540,2025-07-14 13:45:07,Desktop,sidebar,banner,4849,8574,1
57,8526,2025-07-12 01:09:22,Mobile,sidebar,banner,361155,8575,1
17,4686,2025-07-25 20:49:44,Mobile,sidebar,banner,97795,8576,1
32,1398,2025-08-01 20:06:46,Tablet,video_pre_roll,banner,181524,8577,1
84,7977,2025-07-24 23:40:27,Mobile,sidebar,banner,543503,8578,2
44,9514,2025-09-03 08:01:18,Desktop,homepage,banner,266204,8579,1
50,2571,2025-07-09 15:39:26,Desktop,video_pre_roll,banner,310233,8580,1
32,1033,2025-08-08 13:16:03,Mobile,homepage,banner,187255,8581,1
80,648,2025-08-05 19:14:33,Mobile,sidebar,banner,514560,8582,1
83,4085,2025-08-10 13:20:40,Tablet,homepage,banner,536119,8583,1
59,1890,2025-08-01 11:45:42,Mobile,sidebar,banner,381337,8584,1
3,1267,2025-07-24 18:31:26,Desktop,homepage,banner,13181,8585,1
57,4947,2025-09-10 05:55:08,Desktop,video_pre_roll,banner,358192,8586,1
73,5817,2025-09-05 04:30:08,Desktop,sidebar,banner,459554,8587,1
17,8638,2025-09-02 15:20:57,Desktop,sidebar,banner,93558,8588,1
32,7870,2025-08-11 21:09:53,Mobile,video_pre_roll,banner,182136,8589,1
88,6586,2025-08-03 15:54:11,Mobile,sidebar,banner,576327,8590,1
24,788,2025-09-06 13:07:48,Mobile,homepage,banner,136823,8591,1
24,984,2025-08-28 20:47:43,Desktop,sidebar,banner,132582,8592,1
80,8362,2025-08-06 13:57:45,Desktop,video_pre_roll,banner,514487,8593,1
44,2898,2025-07-10 10:32:57,Mobile,homepage,banner,261724,8594,1
1,4626,2025-08-12 11:54:59,Mobile,video_pre_roll,banner,661,8595,1
18,7928,2025-07-24 05:48:11,Tablet,sidebar,banner,99033,8596,2
83,6632,2025-07-24 17:21:32,Desktop,video_pre_roll,banner,536052,8597,1
58,4238,2025-09-06 10:14:25,Mobile,video_pre_roll,banner,364007,8598,1
46,827,2025-07-21 03:45:41,Tablet,homepage,banner,281322,8599,1
11,8953,2025-08-23 08:40:46,Mobile,video_pre_roll,banner,64116,8600,1
12,6871,2025-08-01 15:35:08,Mobile,homepage,banner,67630,8601,1
46,2441,2025-07-16 22:11:20,Mobile,video_pre_roll,banner,282951,8602,1
83,6183,2025-09-15 03:43:05,Mobile,sidebar,banner,537044,8603,1
58,2162,2025-07-12 15:06:38,Tablet,video_pre_roll,banner,372161,8604,1
6,8479,2025-07-09 11:22:22,Tablet,video_pre_roll,banner,37226,8605,1
7,3673,2025-08-13 14:56:16,Mobile,sidebar,banner,45057,8606,1
8,8396,2025-07-26 18:04:55,Desktop,sidebar,banner,49836,8607,3
44,7577,2025-09-02 23:15:32,Desktop,video_pre_roll,banner,267998,8608,2
54,5424,2025-08-04 09:07:02,Desktop,sidebar,banner,339647,8609,3
17,4974,2025-08-28 21:01:47,Tablet,sidebar,banner,94495,8610,1
12,5530,2025-07-19 02:36:07,Tablet,sidebar,banner,66289,8611,2
84,3410,2025-09-09 04:37:08,Desktop,sidebar,banner,540279,8612,2
31,2459,2025-08-12 03:46:00,Tablet,sidebar,banner,174380,8613,3
17,1642,2025-08-11 10:26:40,Mobile,sidebar,banner,93624,8614,1
2,4905,2025-09-06 20:56:39,Desktop,homepage,banner,9930,8615,2
3,183,2025-09-04 04:54:19,Desktop,sidebar,banner,14770,8616,1
73,4778,2025-08-04 22:01:43,Desktop,sidebar,banner,455142,8617,1
76,9830,2025-07-07 08:13:05,Mobile,video_pre_roll,banner,482016,8618,1
19,9085,2025-07-25 09:04:16,Mobile,sidebar,banner,106012,8619,3
91,9896,2025-07-05 10:24:13,Desktop,homepage,banner,592557,8620,1
51,9356,2025-08-28 14:00:58,Tablet,homepage,banner,321292,8621,1
61,1748,2025-08-18 21:27:59,Mobile,homepage,banner,386650,8622,3
61,9978,2025-07-16 01:51:11,Desktop,homepage,banner,385611,8623,1
44,6862,2025-07-08 14:40:37,Desktop,homepage,banner,262767,8624,2
64,1798,2025-07-20 03:16:42,Tablet,video_pre_roll,banner,407719,8625,2
22,5859,2025-09-01 04:45:24,Desktop,homepage,banner,120839,8626,1
74,3132,2025-07-31 03:13:04,Desktop,homepage,banner,463407,8627,1
20,7944,2025-08-04 17:38:13,Mobile,video_pre_roll,banner,110390,8628,1
77,8354,2025-07-24 19:31:11,Desktop,sidebar,banner,484215,8629,3
48,2734,2025-07-09 10:10:15,Tablet,homepage,banner,294812,8630,2
1,5935,2025-08-15 07:14:41,Tablet,video_pre_roll,banner,2946,8631,1
34,4799,2025-07-29 05:27:53,Desktop,video_pre_roll,banner,195843,8632,1
57,8975,2025-09-12 15:06:42,Desktop,video_pre_roll,banner,361864,8633,1
83,5763,2025-08-16 05:47:21,Desktop,sidebar,banner,534569,8634,2
87,8098,2025-08-07 07:45:26,Mobile,sidebar,banner,568002,8635,1
50,1793,2025-07-13 21:21:39,Desktop,video_pre_roll,banner,311155,8636,1
54,2212,2025-08-21 23:27:11,Mobile,homepage,banner,340522,8637,2
76,4074,2025-07-09 14:15:10,Tablet,sidebar,banner,483050,8638,1
46,5580,2025-08-10 14:10:02,Tablet,sidebar,banner,278722,8639,1
83,7648,2025-09-11 14:02:23,Mobile,video_pre_roll,banner,539058,8640,2
24,9658,2025-09-14 05:01:24,Mobile,video_pre_roll,banner,138431,8641,1
76,854,2025-08-07 07:33:22,Tablet,sidebar,banner,483383,8642,1
11,5319,2025-07-25 06:18:19,Desktop,video_pre_roll,banner,63607,8643,1
92,4961,2025-08-09 23:31:55,Desktop,video_pre_roll,banner,596999,8644,1
50,500,2025-07-05 23:42:56,Mobile,sidebar,banner,312711,8645,1
32,7927,2025-08-03 19:22:28,Tablet,homepage,banner,178805,8646,2
60,9740,2025-08-26 21:34:57,Mobile,video_pre_roll,banner,384042,8647,1
24,5020,2025-08-02 15:09:27,Tablet,video_pre_roll,banner,133098,8648,1
86,8338,2025-08-14 23:29:52,Desktop,video_pre_roll,banner,560386,8649,1
18,7051,2025-08-18 06:24:55,Tablet,homepage,banner,102996,8650,1
17,3233,2025-07-27 08:02:13,Tablet,video_pre_roll,banner,91242,8651,1
92,8597,2025-07-31 17:58:10,Mobile,sidebar,banner,596191,8652,1
91,931,2025-07-25 14:31:09,Tablet,sidebar,banner,592046,8653,1
30,7612,2025-08-12 22:21:34,Tablet,video_pre_roll,banner,168775,8654,1
1,4137,2025-09-03 04:09:13,Mobile,sidebar,banner,124,8655,1
57,7852,2025-07-23 23:51:08,Tablet,homepage,banner,360970,8656,2
58,1381,2025-09-14 10:46:28,Tablet,homepage,banner,370012,8657,1
36,2080,2025-08-06 23:10:51,Mobile,video_pre_roll,banner,210689,8658,1
50,9843,2025-08-05 06:54:01,Desktop,homepage,banner,306642,8659,1
57,8361,2025-08-03 07:44:45,Tablet,sidebar,banner,356984,8660,1
91,5436,2025-09-02 15:23:05,Tablet,video_pre_roll,banner,591086,8661,1
60,2404,2025-08-02 11:34:02,Desktop,homepage,banner,382077,8662,1
74,4361,2025-07-10 12:21:37,Desktop,video_pre_roll,banner,464632,8663,1
77,4037,2025-07-27 18:43:07,Mobile,homepage,banner,489501,8664,1
59,8420,2025-07-18 08:08:16,Mobile,sidebar,banner,372775,8665,1
1,707,2025-07-10 23:28:43,Desktop,sidebar,banner,1404,8666,1
91,755,2025-07-12 20:53:41,Mobile,sidebar,banner,591173,8667,1
34,7700,2025-07-21 01:48:04,Desktop,homepage,banner,198710,8668,2
46,5734,2025-08-02 05:16:47,Mobile,homepage,banner,281081,8669,1
18,7611,2025-07-29 12:32:40,Mobile,sidebar,banner,103180,8670,1
14,9945,2025-07-27 10:47:16,Tablet,sidebar,banner,78715,8671,1
59,6023,2025-08-10 14:34:15,Mobile,homepage,banner,377491,8672,1
17,5614,2025-08-18 13:31:07,Tablet,sidebar,banner,91553,8673,3
88,7902,2025-07-26 19:07:20,Mobile,homepage,banner,575015,8674,2
36,7820,2025-08-02 16:57:49,Tablet,sidebar,banner,208803,8675,1
22,8807,2025-08-21 12:16:10,Tablet,video_pre_roll,banner,117295,8676,1
50,2584,2025-07-19 23:40:24,Tablet,sidebar,banner,307811,8677,3
32,4452,2025-08-13 15:11:42,Desktop,sidebar,banner,178442,8678,2
77,34,2025-07-28 11:24:20,Desktop,homepage,banner,488577,8679,1
73,4745,2025-09-05 20:42:06,Tablet,homepage,banner,457649,8680,1
57,4495,2025-07-21 07:30:54,Desktop,homepage,banner,357596,8681,1
73,5832,2025-07-13 15:32:26,Desktop,sidebar,banner,455649,8682,2
