user_id,region,device,subscription_tier,signup_date
1557,EU,Desktop,Free,2025-05-28
1558,US,Desktop,Free,2024-01-10
1559,APAC,Mobile,Premium,2024-01-30
1560,APAC,Desktop,Free,2024-10-26
1561,US,Mobile,Basic,2025-10-03
1562,US,Mobile,Free,2023-10-29
1563,EU,Desktop,Free,2025-06-26
1564,US,Mobile,Free,2024-04-29
1565,APAC,Desktop,Free,2023-11-18
1566,US,Mobile,Basic,2025-02-06
1567,EU,Mobile,Basic,2023-12-31
1568,US,Mobile,Free,2024-07-21
1569,EU,Mobile,Free,2024-10-31
1570,US,Desktop,Premium,2025-03-26
1571,EU,Mobile,Free,2025-04-14
1572,US,Mobile,Free,2023-11-28
1573,EU,Mobile,Basic,2024-02-26
1574,APAC,Mobile,Free,2025-01-02
1575,US,Desktop,Premium,2024-01-28
1576,US,Mobile,Basic,2024-02-17
1577,US,Desktop,Free,2024-09-28
1578,EU,Tablet,Free,2025-03-14
1579,EU,Desktop,Basic,2024-12-15
1580,EU,Desktop,Free,2025-05-17
1581,US,Mobile,Premium,2025-05-07
1582,US,Mobile,Basic,2025-02-08
1583,EU,Desktop,Free,2025-05-08
1584,US,Desktop,Basic,2025-07-24
1585,APAC,Desktop,Free,2023-11-14
1586,US,Desktop,Free,2025-04-17
1587,EU,Mobile,Basic,2024-03-04
1588,US,Mobile,Basic,2025-06-28
1589,US,Desktop,Basic,2024-10-25
1590,EU,Desktop,Free,2024-05-23
1591,EU,Mobile,Basic,2023-11-29
1592,APAC,Desktop,Free,2023-12-03
1593,US,Mobile,Basic,2024-06-17
1594,US,Mobile,Basic,2024-11-26
1595,EU,Desktop,Basic,2024-11-22
1596,EU,Desktop,Premium,2024-07-21
1597,US,Mobile,Premium,2025-03-21
1598,US,Mobile,Premium,2025-02-16
1599,US,Mobile,Premium,2023-12-18
1600,APAC,Desktop,Basic,2024-11-15
1601,US,Mobile,Premium,2025-08-23
1602,US,Desktop,Premium,2025-09-24
1603,US,Tablet,Basic,2025-08-02
1604,US,Desktop,Free,2024-12-09
1605,US,Mobile,Free,2025-01-02
1606,EU,Desktop,Premium,2024-04-07
1607,US,Mobile,Free,2025-09-20
1608,APAC,Mobile,Premium,2023-10-11
1609,US,Mobile,Free,2024-08-27
1610,EU,Mobile,Free,2025-02-24
1611,APAC,Tablet,Basic,2024-04-28
1612,EU,Mobile,Premium,2024-09-24
1613,EU,Mobile,Free,2025-07-07
1614,US,Tablet,Premium,2024-01-24
1615,US,Mobile,Basic,2024-05-02
1616,EU,Desktop,Free,2025-03-27
1617,APAC,Mobile,Free,2025-01-28
1618,EU,Mobile,Free,2024-02-20
1619,EU,Tablet,Free,2024-12-08
1620,EU,Mobile,Free,2025-01-28
1621,US,Mobile,Free,2025-08-08
1622,US,Mobile,Free,2024-07-28
1623,EU,Mobile,Premium,2025-06-06
1624,APAC,Mobile,Basic,2025-01-05
1625,US,Mobile,Basic,2024-01-29
1626,EU,Mobile,Free,2025-05-26
1627,US,Desktop,Premium,2025-08-01
1628,EU,Mobile,Premium,2024-11-01
1629,US,Mobile,Basic,2023-11-03
1630,US,Mobile,Premium,2024-12-08
1631,EU,Tablet,Premium,2025-05-08
1632,US,Tablet,Basic,2024-09-17
1633,EU,Desktop,Basic,2023-12-21
1634,EU,Desktop,Free,2024-10-17
1635,APAC,Mobile,Free,2025-03-20
1636,US,Mobile,Free,2024-07-22
1637,US,Desktop,Free,2025-02-21
1638,US,Desktop,Free,2025-04-28
1639,APAC,Mobile,Premium,2025-09-28
1640,APAC,Mobile,Free,2025-01-04
1641,EU,Tablet,Premium,2024-08-16
1642,APAC,Desktop,Basic,2024-07-08
1643,EU,Mobile,Free,2025-02-11
1644,EU,Desktop,Free,2024-05-01
1645,US,Mobile,Free,2025-02-01
1646,EU,Mobile,Premium,2025-01-29
1647,US,Mobile,Premium,2024-03-18
1648,APAC,Mobile,Free,2024-09-11
1649,EU,Mobile,Premium,2025-01-13
1650,EU,Desktop,Basic,2025-05-25
1651,US,Mobile,Free,2023-10-21
1652,US,Mobile,Basic,2024-02-26
1653,US,Mobile,Basic,2025-07-28
1654,US,Mobile,Free,2025-04-21
1655,US,Desktop,Basic,2024-10-16
1656,APAC,Desktop,Free,2025-04-02
1657,EU,Tablet,Free,2025-05-22
1658,US,Tablet,Free,2025-07-31
1659,US,Mobile,Premium,2025-04-17
1660,US,Mobile,Basic,2024-04-13
1661,EU,Desktop,Free,2025-07-26
1662,EU,Tablet,Free,2024-11-26
1663,APAC,Desktop,Free,2023-12-18
1664,US,Desktop,Basic,2025-06-03
1665,APAC,Desktop,Free,2025-08-10
1666,APAC,Mobile,Premium,2025-05-18
1667,US,Mobile,Premium,2024-10-21
1668,APAC,Desktop,Basic,2025-03-25
1669,US,Desktop,Free,2024-12-05
1670,APAC,Mobile,Free,2025-05-13
1671,US,Mobile,Free,2025-04-28
1672,APAC,Mobile,Basic,2025-05-05
1673,APAC,Mobile,Basic,2024-11-05
1674,APAC,Tablet,Basic,2024-07-06
1675,EU,Mobile,Free,2024-07-06
1676,US,Mobile,Premium,2024-05-14
1677,US,Mobile,Free,2024-05-30
1678,US,Desktop,Free,2024-02-10
1679,US,Mobile,Basic,2024-11-12
1680,EU,Mobile,Free,2024-12-04
1681,US,Mobile,Basic,2025-08-14
1682,APAC,Mobile,Premium,2024-07-30
1683,EU,Mobile,Basic,2024-05-11
1684,APAC,Mobile,Free,2024-03-11
1685,US,Tablet,Free,2024-12-04
1686,APAC,Mobile,Free,2024-07-30
1687,APAC,Mobile,Free,2024-07-07
1688,US,Desktop,Premium,2024-01-12
1689,EU,Mobile,Basic,2025-07-25
1690,EU,Desktop,Free,2024-07-30
1691,US,Mobile,Premium,2024-06-01
1692,EU,Mobile,Basic,2024-08-15
1693,US,Desktop,Free,2025-08-08
1694,US,Tablet,Free,2024-03-28
1695,US,Mobile,Free,2025-02-04
1696,US,Mobile,Premium,2025-01-12
1697,US,Mobile,Basic,2025-02-02
1698,US,Tablet,Premium,2025-07-12
1699,APAC,Tablet,Free,2024-06-16
1700,EU,Mobile,Premium,2024-06-12
1701,APAC,Mobile,Free,2025-08-01
1702,US,Mobile,Premium,2024-03-31
1703,US,Mobile,Premium,2025-01-30
1704,EU,Mobile,Free,2024-02-08
1705,US,Mobile,Basic,2023-11-23
1706,US,Desktop,Basic,2024-11-23
1707,EU,Tablet,Premium,2025-01-17
1708,US,Tablet,Free,2025-01-25
1709,EU,Mobile,Free,2025-04-04
1710,EU,Mobile,Premium,2024-10-14
1711,US,Desktop,Basic,2024-12-08
1712,US,Mobile,Free,2025-09-19
1713,EU,Desktop,Premium,2023-12-05
1714,US,Mobile,Free,2024-09-29
1715,US,Mobile,Basic,2025-02-05
1716,APAC,Mobile,Free,2025-06-25
1717,US,Mobile,Free,2024-01-16
1718,EU,Desktop,Free,2025-07-14
1719,APAC,Mobile,Free,2025-09-19
1720,US,Mobile,Basic,2024-11-14
1721,US,Mobile,Basic,2024-11-29
1722,US,Desktop,Free,2024-11-02
1723,US,Mobile,Free,2024-09-20
1724,US,Mobile,Basic,2023-10-09
1725,EU,Mobile,Free,2024-09-23
1726,US,Mobile,Basic,2024-03-20
1727,EU,Mobile,Basic,2024-07-26
1728,APAC,Desktop,Premium,2024-10-01
1729,APAC,Mobile,Basic,2024-12-27
1730,EU,Mobile,Free,2024-08-23
1731,US,Desktop,Premium,2024-07-25
1732,EU,Mobile,Premium,2024-01-29
1733,EU,Mobile,Free,2024-11-25
1734,US,Mobile,Premium,2024-09-10
1735,US,Mobile,Basic,2025-07-17
1736,APAC,Desktop,Free,2024-01-09
1737,US,Desktop,Free,2025-10-01
1738,US,Desktop,Basic,2025-01-01
1739,US,Desktop,Free,2024-02-10
1740,US,Mobile,Free,2024-10-06
1741,APAC,Mobile,Free,2023-11-17
1742,EU,Mobile,Free,2024-06-01
1743,EU,Mobile,Free,2023-12-13
1744,US,Tablet,Basic,2025-09-05
1745,US,Desktop,Free,2023-12-25
1746,US,Mobile,Premium,2024-07-01
1747,US,Mobile,Free,2024-12-28
1748,US,Mobile,Free,2024-04-14
1749,EU,Mobile,Free,2024-02-20
1750,US,Mobile,Free,2024-09-21
1751,EU,Mobile,Free,2024-03-07
1752,US,Desktop,Basic,2024-10-26
1753,US,Desktop,Basic,2024-08-15
1754,US,Mobile,Free,2024-12-17
1755,APAC,Mobile,Free,2025-08-01
1756,APAC,Mobile,Free,2025-06-20
1757,APAC,Desktop,Premium,2025-06-26
1758,US,Desktop,Basic,2025-07-03
1759,US,Tablet,Free,2024-12-20
1760,EU,Mobile,Free,2024-10-06
1761,US,Desktop,Premium,2024-11-23
1762,APAC,Mobile,Free,2023-12-08
1763,US,Mobile,Basic,2025-09-11
1764,US,Mobile,Free,2023-10-24
1765,US,Mobile,Basic,2025-07-12
1766,US,Desktop,Premium,2024-10-13
1767,EU,Mobile,Premium,2024-07-21
1768,US,Mobile,Basic,2024-10-20
1769,US,Mobile,Free,2024-04-17
1770,US,Mobile,Free,2025-08-26
1771,US,Mobile,Free,2024-04-06
1772,EU,Mobile,Premium,2024-08-08
1773,APAC,Mobile,Basic,2023-11-13
1774,APAC,Mobile,Free,2023-11-30
1775,EU,Tablet,Free,2024-10-29
1776,US,Mobile,Basic,2025-09-07
1777,EU,Mobile,Premium,2025-08-31
1778,US,Mobile,Basic,2024-06-17
1779,US,Desktop,Free,2023-10-07
1780,APAC,Desktop,Free,2025-01-17
1781,US,Mobile,Free,2024-11-26
1782,APAC,Mobile,Premium,2025-05-10
1783,US,Desktop,Premium,2025-09-07
1784,EU,Desktop,Premium,2024-08-02
1785,EU,Desktop,Basic,2025-09-02
1786,APAC,Desktop,Basic,2024-01-26
1787,EU,Desktop,Basic,2024-03-05
1788,EU,Mobile,Basic,2024-09-12
1789,US,Mobile,Basic,2024-12-11
1790,EU,Desktop,Free,2024-03-28
1791,US,Desktop,Basic,2025-05-07
1792,EU,Mobile,Free,2025-02-05
1793,EU,Tablet,Free,2024-05-19
1794,EU,Mobile,Premium,2025-05-11
1795,US,Mobile,Premium,2025-04-05
1796,US,Desktop,Basic,2024-09-21
1797,EU,Mobile,Free,2025-01-15
1798,US,Mobile,Premium,2023-11-21
1799,US,Mobile,Basic,2023-10-17
1800,US,Mobile,Free,2024-03-06
1801,APAC,Mobile,Basic,2024-06-11
1802,EU,Mobile,Free,2025-07-02
1803,US,Mobile,Free,2024-10-15
1804,US,Tablet,Premium,2025-10-04
1805,US,Tablet,Free,2024-07-30
1806,EU,Mobile,Free,2024-06-03
1807,EU,Desktop,Free,2025-05-18
1808,US,Mobile,Free,2024-10-16
1809,US,Mobile,Free,2025-08-01
1810,US,Mobile,Free,2024-09-11
1811,EU,Tablet,Free,2024-08-23
1812,EU,Tablet,Free,2025-04-18
1813,US,Mobile,Free,2025-04-26
1814,US,Mobile,Free,2025-03-19
1815,US,Mobile,Basic,2024-12-05
1816,APAC,Mobile,Basic,2023-11-03
1817,US,Mobile,Free,2024-04-27
1818,EU,Mobile,Basic,2024-07-08
1819,EU,Desktop,Premium,2024-02-21
1820,US,Mobile,Premium,2025-06-21
1821,US,Tablet,Free,2023-11-11
1822,US,Desktop,Basic,2025-09-08
1823,EU,Mobile,Free,2025-07-03
1824,EU,Desktop,Free,2024-04-08
1825,EU,Desktop,Free,2025-03-15
1826,EU,Mobile,Free,2024-12-11
1827,US,Mobile,Basic,2025-07-18
1828,APAC,Tablet,Basic,2024-12-28
1829,EU,Mobile,Basic,2025-09-15
1830,US,Mobile,Free,2024-10-24
1831,APAC,Mobile,Free,2025-10-04
1832,EU,Desktop,Free,2024-10-16
1833,EU,Desktop,Free,2025-01-16
1834,EU,Tablet,Premium,2025-05-08
1835,APAC,Mobile,Basic,2023-12-29
1836,EU,Mobile,Premium,2025-03-10
1837,US,Mobile,Basic,2023-12-06
1838,US,Desktop,Free,2024-03-27
1839,APAC,Mobile,Free,2025-03-29
1840,US,Mobile,Free,2023-10-28
1841,US,Mobile,Free,2024-08-17
1842,US,Mobile,Premium,2024-10-13
1843,US,Desktop,Free,2024-05-01
1844,EU,Desktop,Free,2024-03-29
1845,APAC,Tablet,Basic,2025-09-16
1846,US,Mobile,Premium,2024-07-07
1847,US,Tablet,Free,2025-05-16
1848,US,Desktop,Basic,2025-08-13
1849,APAC,Mobile,Free,2024-02-24
1850,EU,Tablet,Basic,2023-11-25
1851,US,Mobile,Free,2024-06-14
1852,APAC,Desktop,Free,2023-12-06
1853,APAC,Desktop,Basic,2025-02-28
1854,APAC,Desktop,Free,2025-05-08
1855,APAC,Mobile,Basic,2024-07-06
1856,US,Mobile,Premium,2025-02-02
1857,EU,Mobile,Free,2024-10-02
1858,US,Mobile,Basic,2025-07-21
1859,APAC,Desktop,Basic,2024-11-16
1860,EU,Desktop,Free,2024-11-16
1861,EU,Tablet,Basic,2024-11-25
1862,EU,Mobile,Basic,2024-04-13
1863,US,Desktop,Basic,2024-07-11
1864,EU,Tablet,Premium,2024-01-26
1865,APAC,Desktop,Basic,2025-06-23
1866,APAC,Mobile,Premium,2025-06-04
1867,US,Mobile,Basic,2025-04-18
1868,US,Mobile,Free,2024-05-12
1869,US,Desktop,Free,2024-01-11
1870,EU,Desktop,Free,2023-12-07
1871,APAC,Tablet,Basic,2024-04-18
1872,US,Mobile,Basic,2025-09-19
1873,EU,Mobile,Free,2025-09-08
1874,APAC,Desktop,Free,2024-05-16
1875,EU,Desktop,Free,2025-03-09
1876,EU,Tablet,Free,2024-02-11
1877,EU,Desktop,Basic,2024-03-13
1878,EU,Mobile,Basic,2024-05-02
1879,US,Desktop,Premium,2024-05-24
1880,EU,Desktop,Free,2025-06-12
1881,EU,Mobile,Basic,2025-02-14
1882,APAC,Mobile,Basic,2025-09-17
1883,EU,Mobile,Premium,2024-12-02
1884,EU,Mobile,Basic,2024-07-01
1885,US,Desktop,Free,2025-08-26
1886,US,Mobile,Free,2024-06-11
1887,US,Mobile,Basic,2025-07-10
1888,US,Mobile,Basic,2025-05-07
1889,EU,Mobile,Premium,2023-10-18
1890,APAC,Mobile,Free,2025-09-30
1891,US,Desktop,Premium,2025-02-12
1892,US,Mobile,Free,2024-11-13
1893,APAC,Mobile,Premium,2025-08-28
1894,US,Mobile,Premium,2025-03-20
1895,EU,Mobile,Basic,2024-02-21
1896,EU,Mobile,Basic,2024-01-14
1897,EU,Mobile,Free,2024-08-19
1898,US,Desktop,Free,2025-09-01
1899,US,Desktop,Free,2025-04-08
1900,EU,Mobile,Free,2023-12-12
1901,EU,Mobile,Basic,2023-10-27
1902,US,Tablet,Free,2024-10-21
1903,EU,Desktop,Premium,2024-05-31
1904,US,Mobile,Free,2025-04-05
1905,EU,Desktop,Basic,2024-05-02
1906,US,Desktop,Basic,2025-01-18
1907,APAC,Desktop,Free,2024-12-06
1908,US,Mobile,Free,2025-02-01
1909,US,Mobile,Free,2025-09-27
1910,US,Mobile,Basic,2024-07-13
1911,US,Tablet,Basic,2025-05-16
1912,APAC,Desktop,Free,2025-03-24
1913,APAC,Mobile,Premium,2025-05-20
1914,US,Tablet,Free,2025-09-07
1915,US,Tablet,Basic,2024-02-24
1916,EU,Tablet,Free,2025-01-08
1917,APAC,Desktop,Basic,2024-08-03
1918,EU,Tablet,Premium,2024-05-07
1919,US,Mobile,Basic,2024-07-18
1920,US,Desktop,Free,2025-08-11
1921,EU,Desktop,Free,2024-12-27
1922,US,Mobile,Premium,2024-02-03
1923,EU,Mobile,Free,2025-02-15
1924,US,Tablet,Free,2024-01-12
1925,EU,Mobile,Basic,2024-07-27
1926,US,Desktop,Free,2024-02-10
1927,EU,Mobile,Free,2025-03-24
1928,US,Mobile,Premium,2024-02-13
1929,EU,Mobile,Free,2024-10-13
1930,US,Mobile,Free,2025-08-25
1931,EU,Desktop,Basic,2024-10-07
1932,EU,Mobile,Premium,2024-02-11
1933,EU,Mobile,Free,2024-10-06
1934,EU,Mobile,Basic,2024-07-30
1935,EU,Mobile,Basic,2025-01-25
1936,APAC,Mobile,Free,2024-06-02
1937,US,Desktop,Free,2025-10-03
1938,APAC,Mobile,Free,2024-09-08
1939,US,Mobile,Basic,2024-01-21
1940,US,Mobile,Premium,2024-10-29
1941,US,Mobile,Free,2024-09-02
1942,US,Mobile,Premium,2024-12-26
1943,EU,Mobile,Basic,2024-12-24
1944,EU,Desktop,Free,2024-06-28
1945,EU,Tablet,Basic,2024-09-03
1946,EU,Desktop,Free,2024-09-29
1947,US,Mobile,Premium,2025-03-20
1948,US,Mobile,Basic,2024-08-02
1949,US,Mobile,Basic,2023-10-21
1950,US,Desktop,Basic,2023-12-11
1951,US,Tablet,Basic,2025-08-29
1952,US,Mobile,Premium,2025-03-05
1953,EU,Mobile,Basic,2025-03-17
1954,EU,Desktop,Premium,2025-06-29
1955,APAC,Desktop,Basic,2024-01-17
1956,APAC,Desktop,Free,2024-08-03
1957,EU,Desktop,Premium,2025-09-20
1958,US,Tablet,Basic,2023-12-28
1959,EU,Mobile,Basic,2024-02-05
1960,EU,Tablet,Premium,2025-03-08
1961,US,Tablet,Free,2025-10-05
1962,US,Desktop,Free,2025-06-17
1963,APAC,Mobile,Free,2025-09-28
1964,US,Mobile,Basic,2024-11-29
1965,EU,Mobile,Premium,2023-10-30
1966,EU,Mobile,Premium,2024-03-12
1967,US,Desktop,Free,2024-08-22
1968,US,Mobile,Basic,2024-08-13
1969,US,Mobile,Premium,2024-06-19
1970,US,Desktop,Basic,2024-10-24
1971,US,Mobile,Free,2024-11-02
1972,APAC,Mobile,Basic,2025-05-23
1973,US,Mobile,Premium,2024-06-17
1974,EU,Desktop,Premium,2024-04-22
1975,US,Mobile,Basic,2025-07-19
1976,APAC,Desktop,Premium,2024-05-14
1977,US,Mobile,Free,2024-04-29
1978,US,Tablet,Free,2025-08-08
1979,APAC,Mobile,Premium,2024-11-02
1980,APAC,Mobile,Free,2024-12-04
1981,US,Mobile,Free,2024-06-11
1982,APAC,Mobile,Free,2024-02-14
1983,US,Mobile,Basic,2025-09-11
1984,US,Mobile,Basic,2025-09-23
1985,US,Mobile,Free,2025-04-20
1986,US,Mobile,Premium,2023-12-31
1987,EU,Mobile,Premium,2024-12-02
1988,US,Mobile,Free,2025-09-13
1989,US,Desktop,Free,2024-07-24
1990,EU,Tablet,Basic,2024-12-25
1991,EU,Mobile,Basic,2025-01-25
1992,US,Mobile,Free,2024-08-21
1993,EU,Tablet,Free,2024-03-06
1994,US,Mobile,Free,2024-10-26
1995,EU,Tablet,Free,2025-09-23
1996,EU,Mobile,Free,2024-06-23
1997,APAC,Desktop,Basic,2023-11-12
1998,US,Mobile,Basic,2025-01-27
1999,US,Tablet,Basic,2025-07-02
2000,US,Mobile,Free,2025-07-08
2001,US,Desktop,Basic,2024-04-04
2002,US,Mobile,Free,2025-08-25
2003,APAC,Mobile,Free,2024-05-21
2004,US,Desktop,Basic,2025-06-01
2005,US,Mobile,Basic,2025-04-14
2006,EU,Tablet,Free,2024-07-19
2007,US,Mobile,Basic,2024-10-12
2008,EU,Desktop,Premium,2024-05-04
2009,US,Mobile,Basic,2023-12-10
2010,US,Tablet,Basic,2025-05-28
2011,US,Tablet,Premium,2024-12-04
2012,US,Mobile,Basic,2024-11-12
2013,APAC,Desktop,Basic,2025-04-26
2014,US,Desktop,Free,2025-03-05
2015,EU,Mobile,Free,2024-03-30
2016,US,Desktop,Basic,2025-01-05
2017,US,Mobile,Basic,2023-11-30
2018,APAC,Desktop,Free,2024-01-10
2019,US,Mobile,Premium,2023-11-28
2020,EU,Mobile,Free,2024-12-24
2021,APAC,Mobile,Basic,2025-05-30
2022,EU,Mobile,Free,2025-09-26
2023,APAC,Desktop,Free,2025-02-08
2024,US,Tablet,Premium,2024-02-19
2025,US,Mobile,Free,2024-04-24
2026,US,Mobile,Free,2024-12-25
2027,EU,Desktop,Basic,2025-03-25
2028,APAC,Mobile,Basic,2025-07-03
2029,US,Mobile,Basic,2024-07-02
2030,EU,Mobile,Premium,2024-03-31
2031,US,Mobile,Free,2023-12-13
2032,EU,Mobile,Basic,2024-11-12
2033,US,Desktop,Basic,2024-04-27
2034,APAC,Mobile,Premium,2025-03-11
2035,EU,Desktop,Premium,2025-05-10
2036,US,Mobile,Basic,2024-01-26
2037,US,Mobile,Basic,2024-06-26
2038,US,Desktop,Free,2024-12-14
2039,US,Mobile,Free,2024-03-26
2040,US,Mobile,Basic,2025-07-13
2041,APAC,Desktop,Basic,2023-12-25
2042,EU,Mobile,Basic,2025-01-02
2043,EU,Desktop,Basic,2024-01-01
2044,US,Mobile,Free,2024-11-29
2045,APAC,Desktop,Basic,2025-09-22
2046,EU,Mobile,Free,2024-06-28
2047,US,Mobile,Free,2024-05-06
2048,EU,Tablet,Free,2024-12-18
2049,EU,Desktop,Premium,2024-05-23
2050,US,Mobile,Free,2024-09-03
2051,US,Mobile,Premium,2024-08-20
2052,US,Mobile,Free,2024-05-13
2053,US,Desktop,Free,2024-09-17
2054,APAC,Desktop,Premium,2024-01-17
2055,APAC,Desktop,Basic,2023-12-30
2056,EU,Mobile,Free,2024-12-01
2057,US,Desktop,Free,2023-11-06
2058,US,Mobile,Premium,2025-05-03
2059,EU,Mobile,Free,2024-01-28
2060,EU,Mobile,Basic,2024-11-16
2061,US,Tablet,Free,2024-04-07
2062,EU,Desktop,Free,2025-04-15
2063,APAC,Mobile,Free,2025-04-10
2064,US,Desktop,Basic,2023-12-13
2065,US,Tablet,Basic,2025-03-09
2066,EU,Mobile,Free,2024-06-21
2067,US,Mobile,Basic,2025-01-09
2068,US,Tablet,Premium,2024-09-17
2069,US,Desktop,Premium,2025-03-13
2070,US,Mobile,Free,2024-08-10
2071,EU,Mobile,Free,2023-11-23
2072,EU,Mobile,Premium,2024-06-20
2073,US,Mobile,Free,2024-07-16
2074,APAC,Tablet,Free,2024-07-05
2075,APAC,Mobile,Premium,2025-06-17
2076,APAC,Desktop,Free,2025-08-16
2077,US,Mobile,Free,2025-05-25
2078,US,Mobile,Free,2023-12-30
2079,APAC,Mobile,Premium,2025-01-21
2080,EU,Desktop,Free,2024-08-01
2081,US,Mobile,Premium,2025-09-15
2082,US,Desktop,Basic,2024-06-08
2083,US,Mobile,Basic,2025-09-14
2084,APAC,Mobile,Free,2023-10-27
2085,EU,Mobile,Free,2024-11-09
2086,US,Mobile,Basic,2024-08-16
2087,US,Desktop,Free,2024-06-09
2088,EU,Mobile,Premium,2025-07-07
2089,APAC,Desktop,Free,2024-01-27
2090,US,Mobile,Basic,2024-01-16
2091,EU,Mobile,Free,2024-05-30
2092,APAC,Mobile,Basic,2023-12-30
2093,US,Mobile,Free,2025-01-21
2094,EU,Desktop,Free,2024-08-06
2095,US,Desktop,Premium,2025-07-22
2096,EU,Mobile,Basic,2023-12-06
2097,EU,Mobile,Basic,2025-07-18
2098,EU,Desktop,Basic,2024-10-21
2099,EU,Desktop,Basic,2024-01-09
2100,US,Desktop,Free,2025-02-23
2101,APAC,Mobile,Free,2024-12-18
2102,EU,Mobile,Premium,2024-05-12
2103,US,Tablet,Free,2025-09-20
2104,EU,Desktop,Basic,2025-08-24
2105,EU,Mobile,Free,2025-06-15
2106,US,Desktop,Free,2024-07-18
2107,APAC,Desktop,Free,2025-04-02
2108,APAC,Mobile,Basic,2025-02-11
2109,US,Mobile,Basic,2025-09-04
2110,APAC,Mobile,Free,2025-06-04
2111,US,Mobile,Free,2025-03-24
2112,US,Desktop,Premium,2023-11-16
2113,US,Mobile,Free,2023-10-13
2114,APAC,Desktop,Premium,2023-11-26
2115,EU,Tablet,Premium,2024-12-31
2116,US,Mobile,Premium,2024-08-12
2117,US,Mobile,Premium,2024-09-23
2118,EU,Desktop,Free,2024-12-05
2119,US,Desktop,Premium,2024-03-13
2120,APAC,Desktop,Premium,2025-05-15
2121,APAC,Mobile,Premium,2025-07-01
2122,EU,Mobile,Free,2025-03-09
2123,APAC,Mobile,Premium,2024-02-29
2124,US,Tablet,Basic,2025-04-03
2125,APAC,Mobile,Basic,2025-10-03
2126,EU,Tablet,Free,2024-02-03
2127,EU,Mobile,Free,2024-02-17
2128,US,Tablet,Premium,2024-02-14
2129,APAC,Desktop,Basic,2025-06-18
2130,US,Mobile,Free,2024-01-21
2131,US,Desktop,Premium,2025-07-29
2132,US,Mobile,Free,2024-03-30
2133,EU,Mobile,Free,2024-07-22
2134,EU,Mobile,Free,2024-12-15
2135,EU,Mobile,Free,2025-05-05
2136,APAC,Mobile,Free,2023-12-15
2137,US,Desktop,Free,2025-05-11
2138,EU,Desktop,Free,2025-09-21
2139,US,Mobile,Basic,2025-06-13
2140,APAC,Desktop,Premium,2023-10-19
2141,APAC,Desktop,Basic,2024-04-18
2142,EU,Tablet,Free,2024-08-13
2143,EU,Desktop,Free,2024-11-27
2144,US,Mobile,Premium,2023-10-29
2145,US,Mobile,Premium,2025-01-20
2146,APAC,Desktop,Free,2024-10-26
2147,US,Mobile,Free,2025-01-29
2148,US,Mobile,Basic,2024-03-26
2149,US,Mobile,Basic,2023-12-18
2150,APAC,Mobile,Free,2024-03-12
2151,US,Mobile,Basic,2024-08-13
2152,US,Mobile,Basic,2024-01-10
2153,EU,Mobile,Premium,2024-06-30
2154,APAC,Desktop,Free,2023-10-22
2155,US,Mobile,Premium,2023-12-10
2156,US,Mobile,Free,2025-07-26
2157,US,Mobile,Basic,2024-09-04
2158,US,Mobile,Basic,2023-10-19
2159,US,Mobile,Free,2025-08-18
2160,EU,Mobile,Basic,2025-02-26
2161,EU,Mobile,Free,2024-10-28
2162,EU,Desktop,Free,2024-04-18
2163,US,Mobile,Free,2023-12-10
2164,APAC,Mobile,Basic,2024-02-05
2165,US,Mobile,Free,2025-03-13
2166,APAC,Desktop,Premium,2024-05-23
2167,EU,Desktop,Free,2024-12-21
2168,US,Desktop,Free,2024-11-23
2169,EU,Mobile,Free,2024-10-16
2170,US,Mobile,Basic,2024-06-16
2171,EU,Mobile,Free,2024-05-05
2172,US,Desktop,Free,2024-06-10
2173,US,Mobile,Free,2024-01-21
2174,APAC,Tablet,Free,2025-05-19
2175,US,Desktop,Basic,2024-03-28
2176,APAC,Desktop,Basic,2024-05-29
2177,US,Mobile,Free,2023-10-13
2178,EU,Desktop,Free,2024-11-04
2179,EU,Mobile,Premium,2024-05-21
2180,EU,Mobile,Free,2025-03-31
2181,US,Mobile,Premium,2024-05-04
2182,US,Desktop,Free,2024-09-08
2183,US,Mobile,Free,2023-11-22
2184,US,Mobile,Basic,2024-12-14
2185,EU,Mobile,Premium,2025-05-22
2186,APAC,Desktop,Free,2024-02-03
2187,APAC,Desktop,Free,2025-09-14
2188,EU,Desktop,Free,2024-03-26
2189,EU,Mobile,Premium,2024-11-03
2190,EU,Mobile,Basic,2024-06-27
2191,US,Mobile,Free,2024-01-07
2192,APAC,Mobile,Free,2023-11-17
2193,EU,Tablet,Free,2025-04-14
2194,EU,Mobile,Free,2023-12-22
2195,US,Mobile,Free,2025-07-03
2196,US,Mobile,Basic,2024-02-22
2197,US,Desktop,Free,2023-12-29
2198,APAC,Mobile,Free,2024-08-10
2199,EU,Mobile,Basic,2024-08-15
2200,US,Desktop,Free,2024-03-03
2201,APAC,Mobile,Free,2025-03-17
2202,US,Desktop,Free,2025-05-07
2203,US,Mobile,Free,2025-05-20
2204,US,Desktop,Premium,2025-08-12
2205,EU,Mobile,Basic,2025-09-29
2206,APAC,Mobile,Free,2024-03-08
2207,US,Desktop,Free,2024-01-15
2208,APAC,Mobile,Free,2025-03-25
2209,US,Mobile,Basic,2025-09-22
2210,APAC,Mobile,Basic,2025-04-25
2211,EU,Desktop,Free,2025-05-01
2212,APAC,Mobile,Free,2024-06-20
2213,US,Tablet,Free,2023-12-12
2214,APAC,Tablet,Basic,2025-06-26
