campaign_id,user_id,timestamp,device,ad_slot,ad_format,impression_id,click_id,click_position,region,conversion_id,order_id,product_category,revenue
14,1086,2025-09-02 18:53:36,Desktop,video_pre_roll,banner,77025,4536,1,US,176,6b2f8410-c4ba-4c77-a48f-f0d5537678b7,home_goods,822.46
49,564,2025-08-06 11:18:31,Mobile,video_pre_roll,video,301507,2882,1,US,177,97d609d0-630e-491b-992c-6ad721955903,electronics,5456.38
15,5416,2025-07-07 12:20:49,Desktop,video_pre_roll,video,82206,586,1,US,178,524b9b71-b18b-4eb6-b24c-fc9d7074ea65,electronics,5437.23
97,5010,2025-08-08 13:25:05,Mobile,video_pre_roll,video,627944,10010,1,US,179,edc57743-d580-4273-ade9-c3e537628f12,subscription,804.43
66,142,2025-09-19 15:54:28,Tablet,video_pre_roll,carousel,418691,3752,1,US,180,f4e569bc-423f-4ba9-9a20-88187c3a9cf3,books,159.98
45,6142,2025-08-05 19:57:45,Mobile,sidebar,video,276409,5428,1,US,181,d3d062fe-4349-40d7-9275-607c140be19e,home_goods,207.3
41,7789,2025-07-18 04:50:44,Mobile,homepage,carousel,251359,6653,1,US,182,19e89e1d-6a77-403a-b9e6-60a57a950a1f,electronics,940.76
47,2203,2025-08-26 07:32:15,Desktop,sidebar,video,286673,9719,1,US,183,bed02d45-0d31-48ff-8973-fd7dafff4f33,electronics,2776.07
85,4775,2025-08-17 21:19:26,Mobile,homepage,video,548905,4299,1,US,184,23c174e1-d799-4300-8257-910b86ee1b99,clothing,1039.9
83,7293,2025-07-17 22:04:06,Mobile,sidebar,banner,530700,5582,1,US,185,9b09fe10-ecf9-4e4e-a86f-e6b8acf76f0a,electronics,3276.31
58,2764,2025-09-08 05:25:44,Mobile,homepage,banner,368895,170,2,US,186,c4f4906e-f832-4a6b-9392-85b124d3134c,clothing,736.83
66,2421,2025-09-25 07:18:12,Tablet,sidebar,carousel,419915,2826,1,US,187,3269dfa8-6ee4-4a72-826b-3e8fdf2f1f99,clothing,258.0
5,6782,2025-08-20 08:13:51,Mobile,sidebar,video,30006,6671,3,US,188,43cd3e02-5fd5-48c9-b025-8f024a4166e9,subscription,975.68
85,6498,2025-07-10 21:40:03,Mobile,homepage,video,551838,2452,1,US,189,2200b941-5ab5-4ee7-b144-4ef70e971004,books,406.72
97,6751,2025-07-08 18:57:55,Tablet,homepage,video,631400,3606,2,US,190,bfa18524-398d-4c3d-8727-d1df661a3765,electronics,1638.15
71,1769,2025-07-31 01:15:44,Mobile,video_pre_roll,carousel,441931,2040,1,US,191,6e54fd95-d43b-4334-95c4-3332e92a8669,subscription,1356.49
79,8812,2025-08-17 22:10:35,Mobile,homepage,video,508162,9407,2,US,192,0978b4f3-ac41-4a86-bc25-696afa404646,clothing,998.21
22,191,2025-07-10 16:01:12,Mobile,sidebar,banner,118228,7827,3,US,193,80f9d10b-74a7-4af0-9cb6-accd33c96b9d,clothing,596.0
17,1904,2025-07-14 12:37:58,Desktop,homepage,banner,97764,1680,2,US,194,c306e8cf-8b27-4561-a7bf-ce50967d3ccb,subscription,532.91
45,9762,2025-08-14 20:37:32,Desktop,video_pre_roll,video,271445,3270,1,US,195,af9fffea-f4da-4bdd-aef6-536654497943,books,183.64
17,1868,2025-08-18 02:08:51,Tablet,video_pre_roll,banner,97783,1545,1,US,196,481b32ca-3ebd-4f5e-8c7b-fbd7c721a8c5,home_goods,724.44
30,8661,2025-08-01 20:32:26,Desktop,sidebar,banner,167057,3221,1,US,197,5bfee04d-38d8-4bc7-9deb-69637ae46e7a,subscription,1465.78
27,8140,2025-08-13 11:36:54,Tablet,sidebar,video,157062,5303,3,US,198,296b695f-3dc3-46b9-a7cc-ef2adc4b200d,clothing,614.03
79,5017,2025-08-29 19:27:58,Tablet,video_pre_roll,video,501907,5663,2,US,199,41fc7c8f-4a2f-413a-b260-0b796601cf0c,clothing,401.09
41,4588,2025-08-02 14:09:50,Mobile,video_pre_roll,carousel,242743,6950,1,US,200,d55a5bd3-ffa1-4b3d-8ddc-ad1b0353e752,home_goods,803.3
77,294,2025-08-13 20:22:01,Tablet,video_pre_roll,banner,487917,5298,2,US,201,e5bca212-8256-4f9c-90ad-7d0b99cf6565,electronics,1125.53
63,2781,2025-08-18 21:53:11,Mobile,sidebar,carousel,398864,4981,2,US,202,33aeb3aa-4f78-4be6-ab43-ab7d416c21ec,subscription,757.11
42,9566,2025-07-30 15:12:02,Desktop,sidebar,carousel,253309,2839,2,US,203,769d38b2-bc42-4ebe-9d32-e51df0341340,clothing,288.42
78,8759,2025-07-12 13:52:42,Tablet,homepage,video,496053,806,1,US,204,841b54b1-6886-442d-9f05-ffd66d46c1c8,subscription,712.04
93,605,2025-08-11 05:47:41,Mobile,sidebar,video,599452,2058,1,US,205,7f00d42d-0328-4040-94ad-15afc904eb50,electronics,932.87
90,9680,2025-08-24 07:32:53,Mobile,video_pre_roll,video,584533,7722,1,US,206,2bb9cf60-e48d-4115-8f9c-1e3421efa36e,subscription,772.88
95,9204,2025-07-19 06:33:31,Mobile,homepage,video,617103,11771,2,US,207,0e752b14-fe3b-4d7c-a885-3cbb2c4eaee8,subscription,1251.71
44,4295,2025-07-30 15:36:45,Tablet,sidebar,banner,262385,3970,1,US,208,02c4a609-6f6d-489d-a6a1-b17d200a27f3,electronics,2067.41
59,1926,2025-07-23 06:20:04,Desktop,homepage,banner,379860,5405,1,US,209,234d47fa-ba22-434a-b06e-6962b10ceacb,clothing,678.25
77,3271,2025-07-19 02:31:18,Desktop,sidebar,banner,489010,10200,1,US,210,16d8fbf4-a4af-45aa-9cb4-e9d9c5b878ae,subscription,1651.67
3,7019,2025-09-13 15:38:34,Mobile,sidebar,banner,16625,3194,2,US,211,4bc9763f-2499-47b9-894f-bc9f20a6c212,books,203.92
79,8200,2025-07-22 04:18:39,Mobile,homepage,video,500497,11670,2,US,212,c1f2bdd5-f730-4290-a9ef-f0d4683901f2,electronics,3136.6
50,9662,2025-07-10 10:46:59,Mobile,homepage,banner,305671,2769,2,US,213,8a3f3b62-059c-4644-bcf7-bdac2652edac,electronics,4743.21
44,9312,2025-07-05 08:45:34,Mobile,video_pre_roll,banner,263258,8064,2,US,214,36e0d3d5-01cd-4dbe-b265-37fe2fdd6cf3,electronics,3170.4
100,2670,2025-07-17 07:10:49,Mobile,homepage,video,649999,10801,1,US,215,0301f79e-2bba-4175-bce3-3e31574fde11,books,261.38
79,3756,2025-08-01 19:51:30,Mobile,homepage,video,505180,2681,1,US,216,ddaf7145-e835-49f1-b1ef-b9a9da8e7710,home_goods,775.14
8,8545,2025-08-20 05:37:42,Desktop,video_pre_roll,banner,50250,2347,2,US,217,75e6cb2f-9150-443b-a159-91004d7aacee,subscription,565.58
45,8471,2025-07-10 21:58:37,Tablet,sidebar,video,269290,9167,1,US,218,045d4970-8f4f-46d3-88f5-e8e27077ba16,electronics,3103.93
54,6485,2025-08-11 09:54:40,Mobile,video_pre_roll,banner,340860,2809,1,US,219,46baad76-52b8-4e9f-b247-6a1633aa8260,clothing,446.15
24,4488,2025-08-30 04:27:59,Desktop,homepage,banner,134593,8945,1,US,220,385568ff-fe35-41d5-9bf9-3c850d3d56b8,subscription,1331.7
27,4245,2025-07-31 22:41:05,Desktop,video_pre_roll,video,153382,11796,1,US,221,3f2b5d2a-2f43-4e4e-ab89-7a3157ca6235,home_goods,379.68
75,9482,2025-09-15 01:37:05,Tablet,sidebar,banner,466239,4516,1,US,222,3d3a07ac-5085-4616-a998-3f3c0ab8c36f,clothing,1173.97
38,2888,2025-09-17 15:15:46,Desktop,video_pre_roll,carousel,227411,1928,1,US,223,3c61c7ea-4dc6-42c1-8386-5a335c636cb5,books,286.17
72,4592,2025-07-24 02:23:30,Desktop,homepage,carousel,449352,2847,1,US,224,3db605f9-39ce-42cd-9f14-7a4d5e1f2bff,electronics,994.83
62,1910,2025-09-06 12:26:24,Tablet,sidebar,video,389046,815,3,US,225,f7ef4c1c-9a80-4870-b494-22320c964cf2,clothing,1124.4
22,506,2025-09-03 21:24:24,Tablet,video_pre_roll,banner,120102,186,1,US,226,1de16e0d-2072-4bb8-9ef5-aae38b34ebde,home_goods,404.47
14,1319,2025-08-08 04:58:57,Tablet,video_pre_roll,banner,75494,1816,3,US,227,200a4ed8-cb96-4b3a-b35c-111c3bbd2580,subscription,1001.59
48,5160,2025-08-05 20:20:49,Desktop,homepage,banner,289664,9256,1,US,228,be8166a6-0227-40e2-9612-fcbfc3ac9fe4,home_goods,785.28
88,1967,2025-08-12 14:44:37,Mobile,homepage,banner,570568,7617,1,US,229,57d073d9-27a5-49c6-96c3-dcd85c089459,books,157.73
20,8052,2025-07-14 08:13:51,Desktop,homepage,banner,107155,10518,2,US,230,8997ee29-d6d5-4633-9798-130e45cdf7fa,clothing,474.32
82,8856,2025-07-16 22:08:18,Mobile,homepage,video,527309,194,1,US,231,17df5a5f-ae04-44f3-bef4-5fa23520dcdd,electronics,1614.49
79,202,2025-07-21 04:14:44,Mobile,sidebar,video,500812,5263,1,US,232,cb632bf4-8752-420d-8eb7-466839e410f0,subscription,341.38
82,4872,2025-07-21 23:02:44,Mobile,sidebar,video,524782,9462,2,US,233,6fd858c8-9fb7-4f6f-9639-d1e00ee3542d,subscription,416.86
45,5672,2025-07-22 15:51:59,Tablet,sidebar,video,268832,259,1,US,234,90e6fbb0-a51f-4c4f-ab9f-581891d81248,home_goods,428.13
6,7800,2025-07-13 21:56:41,Mobile,sidebar,banner,37498,4858,1,US,235,2b55be3e-a1f2-49cb-b668-162465e2fdf9,clothing,856.26
25,9154,2025-08-16 05:58:43,Desktop,video_pre_roll,carousel,141396,3948,1,US,236,99dc997b-992c-4c88-b489-1e3241e447e3,home_goods,470.94
5,7568,2025-07-27 08:23:42,Tablet,video_pre_roll,video,29020,934,2,US,237,ae09284a-3551-4cd5-b875-74bdc9a1d0b3,books,318.84
60,5311,2025-08-14 10:35:09,Mobile,homepage,banner,385048,2007,1,US,238,69b2051d-e0df-4a95-a935-33b912a38a64,subscription,1119.89
76,8255,2025-07-20 02:05:05,Desktop,video_pre_roll,banner,478499,10014,1,US,239,d6d65efa-d9c9-47b2-a40b-71559212900f,subscription,963.29
25,7693,2025-07-24 22:25:30,Desktop,sidebar,carousel,139672,4481,3,US,240,aba99524-4d59-41fb-8d7b-f2aff3231487,subscription,1214.53
55,1769,2025-07-29 05:53:37,Tablet,homepage,carousel,347438,4777,3,US,241,cfb8e8c2-8528-40a5-9a0b-2445e116b326,clothing,441.65
55,6180,2025-07-10 21:22:09,Desktop,video_pre_roll,carousel,342054,3902,1,US,242,a3d5fba7-000b-4de6-ad53-2e29c4ffc76e,books,165.62
91,6338,2025-08-09 23:36:49,Tablet,homepage,banner,590931,5059,2,US,243,52bb90e9-1699-4c63-8ce2-4da28400035c,subscription,1260.73
42,3394,2025-07-18 07:38:55,Mobile,video_pre_roll,carousel,253443,2794,3,US,244,1c57858d-d38b-416e-90c9-c635882dec44,home_goods,298.56
32,7380,2025-07-26 16:35:15,Mobile,homepage,banner,179139,4993,2,US,245,5e3da226-532e-4245-89b5-f8a998b2f2af,clothing,886.68
3,8889,2025-08-30 18:21:51,Desktop,sidebar,banner,15197,743,1,US,246,7af6f23b-7b0b-464a-b6e4-ecbc076dc834,subscription,565.58
41,5628,2025-07-21 15:30:57,Tablet,sidebar,carousel,248235,5424,1,US,247,541db79c-4bd5-4cc3-8694-8956e20fb31b,subscription,456.29
97,1577,2025-08-18 14:26:25,Tablet,video_pre_roll,video,628104,2647,2,US,248,8c45970d-f885-4e4d-b468-d4b508036d6d,subscription,496.85
42,6426,2025-08-17 00:52:34,Tablet,sidebar,carousel,252724,3926,2,US,249,fb103bc2-b5cd-4f6b-8dbb-2e3f20a5b889,clothing,325.6
79,8770,2025-08-22 16:17:27,Desktop,sidebar,video,507647,9504,1,US,250,0b2ff95e-da17-4b13-8ddc-9fb6f913201b,clothing,989.2
46,8268,2025-08-08 23:41:58,Desktop,video_pre_roll,banner,282782,6726,1,US,251,22073046-f84c-4495-a827-0369f988e280,electronics,4245.23
78,1928,2025-07-29 12:40:30,Tablet,homepage,video,498811,9821,1,US,252,9cc6576a-4b92-4610-a0ca-0c63943c6a7b,clothing,1124.4
71,2290,2025-09-18 04:23:42,Mobile,video_pre_roll,carousel,443548,827,1,US,253,55523246-1f25-4934-9b6b-6a2f0e387522,electronics,4413.1
71,5201,2025-09-04 00:52:17,Mobile,video_pre_roll,carousel,440942,810,1,US,254,2c823901-6a0d-4d56-a0b3-cafb973a307d,clothing,654.59
49,7768,2025-08-19 03:03:29,Mobile,homepage,video,302426,425,1,US,255,fdbd8621-9b6b-42c8-97d2-99a312db14b6,home_goods,617.41
5,4086,2025-07-11 07:31:46,Mobile,homepage,video,34180,42,2,US,256,a6ab937f-93f3-4c41-badf-dc496d2a9a38,books,388.7
69,9250,2025-07-14 09:48:51,Tablet,video_pre_roll,carousel,435569,6741,2,US,257,1eb54df5-b373-4af1-bb36-1afbba5a8f2e,subscription,1537.88
56,4229,2025-07-12 18:21:17,Tablet,video_pre_roll,video,353225,10896,1,US,258,96997543-ba63-4057-95d0-5868c84aa1e4,electronics,2205.99
53,6527,2025-09-02 08:18:42,Desktop,video_pre_roll,carousel,331994,5221,2,US,259,536b90a8-0022-435a-a23c-6d3d9d6670b4,clothing,341.38
15,4520,2025-08-20 09:14:53,Desktop,video_pre_roll,video,86643,1994,1,US,260,491bf0dd-91eb-4dcf-b8bf-b0332b30da1e,subscription,530.65
7,9044,2025-08-07 10:44:47,Desktop,homepage,banner,43398,1709,2,US,261,59485202-18ee-43c3-8e60-734c6add91af,clothing,1077.08
34,136,2025-07-27 23:32:06,Tablet,sidebar,banner,195871,8138,1,US,262,7f525f99-8e1f-46a4-9632-50e5da019e9c,electronics,1995.3
44,9340,2025-08-14 03:41:26,Mobile,homepage,banner,266007,97,1,US,263,90a4cefe-cbbc-47cf-a170-9a677cfa2429,electronics,2282.6
71,9075,2025-07-31 20:02:21,Mobile,sidebar,carousel,444875,4084,1,US,264,53d051f9-67af-4c63-a980-33a7ccf52eaa,clothing,1243.83
46,7538,2025-07-24 12:19:01,Tablet,sidebar,banner,281229,8528,1,US,265,3daa787b-4848-49e0-872f-f4e0b251802d,electronics,1959.25
98,2771,2025-08-30 06:34:22,Desktop,sidebar,video,638878,11829,2,US,266,bd840182-9cf5-4bd9-8a44-cb343174a8a8,electronics,1207.77
20,1322,2025-07-10 02:11:58,Mobile,sidebar,banner,107601,2976,3,US,267,9b028cfe-b1e9-439d-8b6f-f6d3a341c51c,home_goods,885.55
98,4688,2025-07-25 14:45:53,Tablet,homepage,video,640087,9884,1,US,268,639fbb87-5810-468f-b6b7-036c8e263725,home_goods,366.16
51,2689,2025-08-02 18:30:12,Tablet,sidebar,banner,321153,4439,1,US,269,ed487491-a36e-486c-a3b6-568923c83617,electronics,3660.5
26,1879,2025-09-15 07:10:41,Desktop,sidebar,carousel,149907,2232,1,US,270,c054c540-7745-4b29-8245-e1608b1a860c,clothing,869.78
33,2982,2025-09-04 21:10:04,Mobile,sidebar,carousel,187530,3133,2,US,271,aabcbc9b-bed1-4817-9e38-b35c56694028,clothing,683.88
85,7700,2025-07-12 01:47:01,Desktop,video_pre_roll,video,550378,1387,1,US,272,6fed9fc5-9f62-4bb2-a04c-eae87472bbda,electronics,5101.49
95,1431,2025-08-01 23:46:52,Mobile,homepage,video,615597,10575,1,US,273,f3d10af2-6379-47a5-8c1e-043f89845921,subscription,990.33
95,3586,2025-08-15 23:55:53,Mobile,homepage,video,609365,4940,3,US,274,6af36f3c-0355-4d01-9334-a2b26c154e2b,clothing,774.01
45,8372,2025-08-09 16:24:31,Tablet,sidebar,video,274855,7545,1,US,275,aeeacc9d-3290-4499-afe4-b8b593250baa,clothing,754.86
45,1909,2025-07-15 20:13:32,Mobile,sidebar,video,269249,160,1,US,276,4f557394-c064-4675-b4eb-f53a7b519352,electronics,4574.21
23,9871,2025-07-14 15:42:57,Mobile,homepage,video,127115,1991,1,US,277,f5628bdf-d27f-43d8-b518-3fd71c068d41,clothing,548.68
63,1856,2025-07-30 15:50:32,Tablet,homepage,carousel,400755,5005,3,US,278,03f23c49-81b5-49fd-a3c5-44088ad71a58,home_goods,739.08
82,3334,2025-07-07 09:46:45,Desktop,sidebar,video,529803,3000,1,US,279,6012702e-89c7-4ecf-aa56-4a2717cf32b2,home_goods,874.28
8,5412,2025-08-24 03:47:59,Mobile,video_pre_roll,banner,49442,9407,1,US,280,62ab1a35-805a-4295-b538-aeaec9e302d1,books,419.12
24,5815,2025-07-16 23:46:16,Mobile,sidebar,banner,137525,2673,1,US,281,ce9077f4-bad0-4f1e-8dea-0811f7927980,subscription,864.14
95,2710,2025-07-23 09:42:48,Tablet,sidebar,video,610280,11725,1,US,282,25d342f5-6e94-425a-bc0b-0112c69df7e8,subscription,824.71
83,6673,2025-07-24 11:58:22,Mobile,sidebar,banner,535285,10337,2,US,283,21392647-77a9-4e78-91f1-5fb4535ea747,electronics,2003.19
80,5800,2025-08-03 01:19:57,Tablet,sidebar,banner,511210,5888,2,US,284,7ac8b3f6-8758-47f6-b6a9-b0e6758540af,subscription,1424.09
36,1941,2025-08-31 00:56:03,Desktop,sidebar,banner,208817,8516,1,US,285,3b1a0d85-150a-45ed-9da2-404e8e511697,books,283.92
24,9664,2025-09-14 20:16:10,Desktop,sidebar,banner,133758,8964,1,US,286,f65d996d-1683-4cd5-bb95-0a0d06623ca1,electronics,4858.13
35,6673,2025-08-05 18:24:55,Desktop,homepage,carousel,207253,6546,1,US,287,5a202946-63ad-499d-9d39-ed3b87df915c,clothing,725.56
15,8219,2025-07-03 09:07:25,Desktop,sidebar,video,80454,6230,1,US,288,23d9f041-6905-48a6-9c0a-64069f0d30d5,electronics,5181.48
45,7809,2025-07-08 15:20:02,Tablet,homepage,video,273670,7390,1,US,289,d13a6ef0-40f4-47f5-9257-1139e0805e87,home_goods,352.64
61,5445,2025-09-11 10:08:26,Desktop,video_pre_roll,banner,387554,10354,1,US,290,f28f8ca8-a106-43de-bc5e-31d8f519f9e7,subscription,609.52
38,669,2025-08-22 07:16:25,Mobile,sidebar,carousel,224067,6350,1,US,291,21be728c-f3ff-43c3-b76d-0ba222435c34,home_goods,876.54
91,9988,2025-07-12 02:07:41,Desktop,sidebar,banner,591312,7694,1,US,292,9f8a7081-e83b-46d5-8f93-d1e46be535ba,electronics,3801.33
51,8019,2025-07-30 18:15:30,Desktop,homepage,banner,315356,2042,1,US,293,566955d5-b8c5-4180-8a92-ac3ed141e47e,books,269.27
59,3333,2025-07-28 19:02:56,Tablet,video_pre_roll,banner,372369,2541,2,US,294,f8f45fe2-4908-4876-b9b9-786d0c9137e3,electronics,4422.11
5,5250,2025-07-17 18:26:42,Tablet,homepage,video,32082,10215,2,US,295,9f9da111-e6e7-4ebd-85de-3af233867c50,electronics,2122.62
14,5689,2025-08-29 20:46:55,Desktop,sidebar,banner,73083,6592,1,US,296,0f9a37a4-bae8-44e9-837b-801fe27d5060,electronics,4008.63
79,9115,2025-07-30 02:33:37,Tablet,sidebar,video,499852,6535,2,US,297,d69b80bc-f30c-47a5-96b8-eec31ae3ef52,electronics,1695.61
43,5630,2025-07-14 19:24:36,Mobile,homepage,banner,259592,7521,2,US,298,b484703b-2611-4e71-a807-d8a40ba8e41b,electronics,3528.68
94,8619,2025-08-11 14:32:57,Desktop,sidebar,carousel,602074,6347,1,US,299,c5257dd7-6dfd-4055-8baa-77925c5513cc,clothing,1065.81
62,3128,2025-08-18 06:59:16,Mobile,sidebar,video,392354,10028,2,US,300,276b81dc-65c1-46ff-8f13-cb0ada0cd4ff,home_goods,321.1
45,149,2025-07-18 20:32:09,Mobile,sidebar,video,272977,304,1,US,301,578b5f40-2f83-4024-8543-d4b8ba1a71f0,home_goods,688.39
94,9081,2025-07-15 20:03:01,Desktop,homepage,carousel,603475,5661,1,US,302,f8d70a67-3a77-4867-bbb3-bf45beef80b1,subscription,1179.61
69,2976,2025-08-29 19:52:35,Mobile,sidebar,carousel,435599,908,2,US,303,ccc18ac5-a5d6-4712-bc1e-42600de8cc92,electronics,5366.25
51,9214,2025-08-06 08:36:02,Tablet,video_pre_roll,banner,316483,4268,1,US,304,e438d8ea-94a1-4863-8fc6-2966e9952f0c,electronics,5155.57
65,8244,2025-07-26 01:24:41,Mobile,video_pre_roll,video,412206,11589,1,US,305,bf64b37d-dfcf-4a9f-ad30-fca286c88b39,clothing,255.75
90,6122,2025-09-18 14:57:12,Desktop,video_pre_roll,video,586303,1568,1,US,306,a0525541-ecab-4a12-a765-00c0bb9adf06,home_goods,849.5
42,9633,2025-07-15 20:43:48,Mobile,homepage,carousel,255782,4145,2,US,307,e209bc16-81cc-4dba-bad8-61e2d2b01536,subscription,1292.27
82,7944,2025-07-07 14:26:54,Tablet,video_pre_roll,video,525052,3652,1,US,308,e5d83594-0469-42c6-a97a-283b787942b2,subscription,1443.24
24,3663,2025-08-28 05:39:20,Tablet,sidebar,banner,134274,4914,1,US,309,bbb23593-5b06-49e3-9333-da17992cdd6c,electronics,3781.05
24,2224,2025-08-29 00:56:50,Mobile,video_pre_roll,banner,134734,908,1,US,310,3b1d435d-ed6a-4f66-a7d4-33519f61c97d,clothing,1302.41
96,9653,2025-07-21 16:09:52,Tablet,video_pre_roll,carousel,622843,1424,1,US,311,7c42f8d3-81e1-469a-9da7-6fa7c02744cd,subscription,510.37
13,2761,2025-07-26 19:32:20,Tablet,sidebar,video,68969,7647,1,US,312,8619aaed-790c-4473-8c9f-a761980e93c8,subscription,637.69
95,9416,2025-07-28 20:22:58,Desktop,video_pre_roll,video,613473,1036,1,US,313,40790fd5-30a1-4825-976a-0862771c5653,electronics,4858.13
55,2038,2025-07-10 10:55:15,Desktop,sidebar,carousel,342550,5542,2,US,314,9845ed3b-4f8f-4327-9ff4-e9575b59e987,electronics,1639.28
95,1891,2025-07-28 18:28:44,Mobile,video_pre_roll,video,614509,2875,3,US,315,b4fe6f8a-aac6-47ba-9a48-2c058b10f94e,books,189.28
47,1463,2025-08-23 08:08:32,Desktop,homepage,video,288768,11590,1,US,316,05b5c5de-9802-4720-9dfd-eba6da15a735,clothing,518.26
41,80,2025-08-12 18:11:02,Desktop,sidebar,carousel,249667,5312,1,US,317,2fd88c7a-78d1-4e23-8641-0ee6a7823e5e,subscription,1670.83
86,7035,2025-07-28 00:14:01,Desktop,video_pre_roll,banner,558426,7894,1,US,318,0171f656-025a-4694-94dd-a72d46532c12,clothing,511.5
33,64,2025-09-03 08:08:30,Desktop,sidebar,carousel,188266,1627,2,US,319,ab82a89f-9eb8-4459-aa57-b0b434aec6b6,subscription,1308.04
45,4404,2025-08-09 04:56:36,Mobile,video_pre_roll,video,277557,3981,1,US,320,987a1bd8-1252-4e0d-9145-b702d05a2ca9,clothing,1133.41
95,5157,2025-07-17 09:10:04,Mobile,sidebar,video,614333,3828,2,US,321,f80818f8-c959-4fdd-bfb6-071c29609511,electronics,3628.95
55,6010,2025-07-16 08:54:14,Desktop,sidebar,carousel,343967,669,3,US,322,09a2a286-e780-4c6a-9d46-ac9602a5b6e3,clothing,1016.24
98,3287,2025-08-04 20:45:31,Tablet,sidebar,video,638202,12027,1,US,323,04d1aad3-44c9-46e7-80ed-69db8e555528,clothing,1079.33
97,9382,2025-08-16 04:37:50,Tablet,sidebar,video,631821,6343,1,US,324,a3d980e7-d899-453f-bcc9-830f10188853,clothing,493.47
80,8416,2025-07-28 14:13:42,Tablet,video_pre_roll,banner,512703,2074,2,US,325,e95f724a-e4fe-4085-b8d9-1c71cd49ea3e,electronics,4485.21
87,169,2025-07-17 06:56:30,Desktop,homepage,banner,564525,9466,1,US,326,3dda9126-2ff4-4c04-984a-6e8cb9285a6a,subscription,475.45
5,5288,2025-07-23 21:19:48,Mobile,homepage,video,27166,4907,1,US,327,39d2c328-e849-4bed-b743-994215bed667,clothing,980.19
65,4772,2025-09-13 17:19:22,Tablet,video_pre_roll,video,412985,4764,1,US,328,6db67e1c-fa70-418b-96e7-100b59a3c0a3,electronics,3419.39
24,4428,2025-08-31 15:56:50,Mobile,video_pre_roll,banner,133575,9079,1,US,329,bff4dc8d-cfe9-4137-9d72-27072b5b877c,home_goods,479.95
9,6864,2025-08-16 20:22:04,Tablet,sidebar,banner,56361,5470,1,US,330,b1ebbf1c-bc23-4b30-8c23-d5d605908f97,subscription,1346.35
94,1625,2025-07-23 19:47:21,Tablet,sidebar,carousel,607248,2542,1,US,331,794c1f85-5091-4ca9-a8ce-0aee7a81cac3,home_goods,784.15
6,7261,2025-09-16 01:14:00,Mobile,sidebar,banner,36988,8127,1,US,332,92c25805-be2c-4648-b47b-77cf3f6425ee,subscription,397.71
97,1537,2025-07-26 20:33:43,Tablet,video_pre_roll,video,630103,6757,2,US,333,589f2e12-a4b2-4376-a7d0-8e3d575af698,electronics,2056.14
38,4588,2025-07-25 04:07:32,Desktop,video_pre_roll,carousel,223559,5444,3,US,334,d8b67f25-358d-44d5-b8a0-984c78d0b86b,home_goods,359.4
85,5118,2025-08-26 00:09:46,Mobile,video_pre_roll,video,551061,11108,2,US,335,56573e6a-b146-4a7d-ad8e-d8f32566842f,electronics,5492.44
26,8385,2025-08-20 20:06:29,Mobile,video_pre_roll,carousel,149379,6,1,US,336,b4fc1f91-f3ce-4a92-bc8c-a2c7d6503e6e,subscription,1063.56
78,828,2025-07-26 12:11:54,Mobile,sidebar,video,498791,5870,2,US,337,223b3f7e-f684-41f2-b5c7-26b07badfa72,electronics,1727.16
61,7426,2025-09-13 13:29:53,Mobile,sidebar,banner,385757,7201,3,US,338,87c364d9-a380-4c0a-9f10-d2fd5629c1c6,subscription,1579.57
92,2130,2025-07-16 03:44:26,Tablet,homepage,banner,593618,5891,3,US,339,4aebb4bb-0c00-40f0-b7e5-f8566f877768,home_goods,606.14
20,4371,2025-07-27 06:05:11,Desktop,video_pre_roll,banner,107455,2191,1,US,340,a63bfb9b-c348-41da-bca3-6b00700fda84,clothing,879.92
12,4963,2025-07-27 23:32:31,Mobile,video_pre_roll,banner,66750,3047,1,US,341,02bea490-b802-4bad-a58f-24b272444f4c,clothing,1134.54
59,2128,2025-08-24 09:42:44,Tablet,sidebar,banner,380700,5411,2,US,342,d3a45c30-6a1c-4dad-9b75-30c82249a717,books,322.22
68,1386,2025-09-08 01:53:19,Tablet,video_pre_roll,carousel,427132,6170,1,US,343,e1fb0ea9-f58a-49c8-a916-2e5c31a85f81,electronics,5463.14
53,4966,2025-08-12 15:05:57,Mobile,sidebar,carousel,331104,1068,1,US,344,ade6fdff-39e0-4a8e-bb40-9d385fc4a988,clothing,1259.6
75,2051,2025-08-11 06:40:35,Mobile,sidebar,banner,473014,5712,3,US,345,b8f09263-c4d9-4121-b5a2-e663bdc94ca5,books,114.92
42,3014,2025-07-19 21:10:35,Mobile,homepage,carousel,256900,175,3,US,346,8e7691ed-9af9-4866-8667-4afe2231c8ab,subscription,643.32
98,2888,2025-07-18 00:16:09,Tablet,sidebar,video,641657,8082,1,US,347,b493a522-3602-4bc2-8af7-8ebfcfec3ed5,clothing,962.16
63,5769,2025-08-18 01:59:57,Tablet,video_pre_roll,carousel,399825,3689,1,US,348,d340d1e4-949c-489b-97ba-6f99eea04b69,subscription,641.07
56,1764,2025-08-31 06:23:10,Desktop,sidebar,video,349157,323,2,US,349,e078319a-33db-4e4f-a4cc-02449552d2a4,clothing,1034.27
100,9871,2025-07-25 04:23:29,Tablet,video_pre_roll,video,649622,2919,2,US,350,1d2464af-5e86-4f20-a741-d0fc7f980f63,electronics,4249.74
65,8980,2025-08-15 22:29:29,Mobile,video_pre_roll,video,410091,4238,1,US,351,362dd0fc-010d-4f93-8232-2c4477345363,electronics,1478.17
